"Lokasyon","Array ID","Host Name","OS","Provisioned (TB)","Host WWN","Masking View","Storage Group"
"Ankara","000297601653","ig_fbdrcesx13","VMware ESX","0","100000620b435d36 | 100000620b435d54","mv_stodrcapp01_gk; mv_stodrcapp02_gk","sg_stodrcapp01_gk; sg_stodrcapp02_gk"
"Ankara","000297601653","ig_oddrcrac01","Unknown","0.02","100000620b3e2457 | 100000620b3e2458 | 100000620b3e4378 | 100000620b3e4379 | 100000620b3e4884 | 100000620b3e4885 | 100000620b3e4999 | 100000620b3e499a","mv_oddrcrac_vote","sg_oddrcrac_vote"
"Ankara","000297601653","ig_oddrcrac02","Unknown","0.02","100000620b3e2433 | 100000620b3e2434 | 100000620b3e40ea | 100000620b3e40eb | 100000620b3e495a | 100000620b3e495b | 100000620b3e4d00 | 100000620b3e4d01","mv_oddrcrac_vote","sg_oddrcrac_vote"
"Ankara","000297601653","ig_fbdrcesx12","VMware ESX","0","100000620b435bb1 | 100000620b435c27","mv_stodrcapp01_gk; mv_stodrcapp02_gk","sg_stodrcapp01_gk; sg_stodrcapp02_gk"
"Ankara","000297601653","ig_cbdrcrac02","Unknown","206.56","100000620b3e321b | 100000620b3e321c | 100000620b3e40f9 | 100000620b3e40fa | 100000620b3e41c3 | 100000620b3e41c4 | 100000620b428a72 | 100000620b428a73","mv_cbdrcrac02_os; mv_cbdrcrac_1; mv_cbdrcrac_2; mv_cbdrcrac_3; mv_cbdrcrac_4; mv_cbdrcrac_os_shared","sg_cbdrcrac02_os; sg_cbdrcrac_1; sg_cbdrcrac_2; sg_cbdrcrac_3; sg_cbdrcrac_4; sg_cbdrcrac_os_shared"
"Ankara","000297601653","ig_btdrclx11","VMware ESX","0","10009440c9ce5579 | 10009440c9ce651f","mv_unidrclxapp01_gk","sg_unidrclxapp01"
"Ankara","000297601653","ig_cbdrcrac01","Unknown","206.56","100000620b3e1f1b | 100000620b3e1f1c | 100000620b3e1f33 | 100000620b3e1f34 | 100000620b3e1f72 | 100000620b3e1f73 | 100000620b3e49b4 | 100000620b3e49b5","mv_cbdrcrac01_os; mv_cbdrcrac_1; mv_cbdrcrac_2; mv_cbdrcrac_3; mv_cbdrcrac_4; mv_cbdrcrac_os_shared","sg_cbdrcrac01_os; sg_cbdrcrac_1; sg_cbdrcrac_2; sg_cbdrcrac_3; sg_cbdrcrac_4; sg_cbdrcrac_os_shared"
"Ankara","000297601653","ig_fbdrcesx14","VMware ESX","0","100000620b435dc0 | 100000620b435e7b","mv_stodrcapp01_gk; mv_stodrcapp02_gk","sg_stodrcapp01_gk; sg_stodrcapp02_gk"
"Kos","000297600630","ig_psprdesx33","VMware ESX","0","100070b7e424151f | 100070b7e4241564","mv_psprdesx_gk","sg_psprdesx_gk"
"Kos","000297600630","ig_stoprdapp06","Linux","0","100000620b423b43 | 100000620b424554","mv_stoprdapp06","sg_stoprdapp06_gk"
"Kos","000297600630","ig_frprddb04","AIX","14.49","10009440c9cfb042 | 10009440c9cfb043 | 10009440c9cfb045 | 10009440c9cfb046","mv_frprddb04","sg_frprddb04"
"Kos","000297600630","ig_psprdesx10","VMware ESX","0","51402ec001c85c00 | 51402ec001c85c02 | 51402ec001c85df0 | 51402ec001c85df2","mv_psprdesx_gk","sg_psprdesx_gk"
"Kos","000297600630","ig_psprdesx12","VMware ESX","0","51402ec001c85de8 | 51402ec001c85dea | 51402ec001c85e08 | 51402ec001c85e0a","mv_psprdesx_gk","sg_psprdesx_gk"
"Kos","000297600630","ig_kkprddb06","AIX","64","10009440c90f8f06 | 10009440c90f8f07 | 10009440c90f8f12 | 10009440c90f8f13 | 10009440c9cf7093 | 10009440c9cf7094 | 10009440c9cf8039 | 10009440c9cf803a","mv_kkprddb06","sg_kkprddb06"
"Kos","000297600630","ig_kmpprddb05","AIX","5.05","10009440c9cf5148 | 10009440c9cf5149 | 10009440c9cf5151 | 10009440c9cf5152","mv_kmpprddb05","sg_kmpprddb05"
"Kos","000297600630","ig_bsswcdb04","Unknown","3.02","10009440c9cfb06f | 10009440c9cfb070 | 10009440c9cfb072 | 10009440c9cfb073","mv_bsswcdb04","sg_bsswcdb04"
"Kos","000297600630","ig_stoprdapp01","Linux","0","10000000c97bc185 | 10000000c9b8f38e","mv_stoprdapp01","sg_stoprdapp01"
"Kos","000297600630","ig_psprdesx11","VMware ESX","0","51402ec001c85ddc | 51402ec001c85dde | 51402ec001c85dfc | 51402ec001c85dfe","mv_psprdesx_gk","sg_psprdesx_gk"
"Kos","000297600630","ig_psprdesx24","VMware ESX","0","100000109bddeaeb | 100000109bddeb67","mv_psprdesx_gk","sg_psprdesx_gk"
"Kos","000297600630","ig_kkprddb03","AIX","64","10009440c9cf7087 | 10009440c9cf7088 | 10009440c9cf7096 | 10009440c9cf7097 | 10009440c9cf709c | 10009440c9cf709d | 10009440c9cf8021 | 10009440c9cf8022","mv_kkprddb03","sg_kkprddb03"
"Kos","000297600630","ig_psprdesx27","VMware ESX","0","100000109bdde960 | 100000109bddeb12","mv_psprdesx_gk","sg_psprdesx_gk"
"Kos","000297600630","ig_dbtprddb02_1","AIX","8.01","10009440c9cfb01e | 10009440c9cfb01f | 10009440c9cfb024 | 10009440c9cfb025","mv_dbtprddb02","sg_dbtprddb02"
"Kos","000297600630","ig_psprdesx23","VMware ESX","0","100000109bdde940 | 100000109bddeb19","mv_psprdesx_gk","sg_psprdesx_gk"
"Kos","000297600631","ig_bshstsrvnew","Unknown","156.1","10009440c9cf31ab | 10009440c9cf31ac | 10009440c9cf5157 | 10009440c9cf5158","mv_bshstsrvnew","sg_bshstsrvnew"
"Kos","000297600631","ig_psprdesx17","VMware ESX","0.62","51402ec001c85a60 | 51402ec001c85a62 | 51402ec001c85c20 | 51402ec001c85c22","mv_psprdesx","sg_psprdesx"
"Kos","000297600631","ig_stoprdapp06","Linux","0","100000620b423b43 | 100000620b424554","mv_stoprdapp06","sg_stoprdapp06_gk"
"Kos","000297600631","ig_psprdesx24","VMware ESX","0","100000109bddeaeb | 100000109bddeb67","mv_psprdesx_gk","sg_psprdesx_gk"
"Kos","000297600631","ig_atmprddb03","Windows","37.57","51402ec001c82ad0 | 51402ec001c82ad2 | 51402ec001c82e00 | 51402ec001c82e02","mv_atmprddb03","sg_atmprddb03"
"Kos","000297600631","ig_psprdesx12","VMware ESX","0.62","51402ec001c85de8 | 51402ec001c85dea | 51402ec001c85e08 | 51402ec001c85e0a","mv_psprdesx; mv_psprdesx_gk","sg_psprdesx; sg_psprdesx_gk"
"Kos","000297600631","ig_kkprddb03","AIX","12","10009440c9cf7087 | 10009440c9cf7088 | 10009440c9cf7096 | 10009440c9cf7097 | 10009440c9cf709c | 10009440c9cf709d | 10009440c9cf8021 | 10009440c9cf8022","mv_kkprddb03","sg_kkprddb03_backup"
"Kos","000297600631","ig_hstprddb02","AIX","34.77","10000090faa31c8e | 10000090faa31c8f | 10000090faa3243e | 10000090faa3243f","mv_hstprddb02","sg_hstprddb02"
"Kos","000297600631","ig_kkprddb06","AIX","14","10009440c90f8f06 | 10009440c90f8f07 | 10009440c90f8f12 | 10009440c90f8f13 | 10009440c9cf7093 | 10009440c9cf7094 | 10009440c9cf8039 | 10009440c9cf803a","mv_kkprddb06","sg_kkprddb06_backup"
"Kos","000297600631","ig_bsswcdb06","Unknown","4.04","10009440c9cf5193 | 10009440c9cf5194 | 10009440c9cf51b7 | 10009440c9cf51b8","mv_bsswcdb06; mv_bsswcdb06_backup","sg_bsswcdb06; sg_bsswcdb06_backup"
"Kos","000297600631","ig_dbtprddb02","AIX","1","50014380231c9cb0 | 50014380231c9cb2 | 51402ec0123fcc7c | 51402ec0123fcc7e","mv_dbtprddb02","sg_dbtprddb02_backup"
"Kos","000297600631","ig_psprdesx21","VMware ESX","0.62","10009440c9d480f9 | 10009440c9d48142","mv_psprdesx","sg_psprdesx"
"Kos","000297600631","ig_psprdesx13","VMware ESX","0.62","51402ec001c85dd8 | 51402ec001c85dda | 51402ec001c85e04 | 51402ec001c85e06","mv_psprdesx","sg_psprdesx"
"Kos","000297600631","ig_kmpprddb05","AIX","1.03","10009440c9cf5148 | 10009440c9cf5149 | 10009440c9cf5151 | 10009440c9cf5152","mv_kmpprddb05","sg_kmpprddb05"
"Kos","000297600631","ig_psprdesx27","VMware ESX","0.62","100000109bdde960 | 100000109bddeb12","mv_psprdesx; mv_psprdesx_gk","sg_psprdesx; sg_psprdesx_gk"
"Kos","000297600631","ig_psprdesx20","VMware ESX","0.62","10009440c9d0bee1 | 10009440c9d4813f","mv_psprdesx","sg_psprdesx"
"Kos","000297600631","ig_kkedudb01new","Unknown","23.77","50014380231c9a9a | 50014380231c9cd0 | 51402ec0123f3c9a | 51402ec0123fcca8","mv_kkedudb01new","sg_kkedudb01new"
"Kos","000297600631","ig_frprddb01","AIX","0.04","50014380231c9bbc | 50014380231c9bbe | 50014380231c9ce8 | 50014380231c9cea","mv_frprddb01","sg_frprddb01_snap_restore"
"Kos","000297600631","ig_psprdesx31","VMware ESX","0.62","100070b7e4241360 | 100070b7e4241361 | 100070b7e4241366 | 100070b7e4241367","mv_psprdesx; mv_psprdesx_gk","sg_psprdesx; sg_psprdesx_gk"
"Kos","000297600631","ig_psprdesx15","VMware ESX","0.62","51402ec001c85a3c | 51402ec001c85a3e | 51402ec001c85c3c | 51402ec001c85c3e","mv_psprdesx","sg_psprdesx"
"Kos","000297600631","ig_kmpprddb04","AIX","6.06","10009440c9cf41cc | 10009440c9cf41cd | 10009440c9cf513c | 10009440c9cf513d","mv_kmpprddb04","sg_kmpprddb04"
"Kos","000297600631","ig_psprdesx18","VMware ESX","0.62","51402ec001c85ab4 | 51402ec001c85ab6 | 51402ec001c85c2c | 51402ec001c85c2e","mv_psprdesx","sg_psprdesx"
"Kos","000297600631","ig_dbtprddb02_1","AIX","4","10009440c9cfb01e | 10009440c9cfb01f | 10009440c9cfb024 | 10009440c9cfb025","mv_dbtprddb02_1","sg_dbtprddb02"
"Kos","000297600631","ig_stoprdapp01","Linux","0","10000000c97bc185 | 10000000c9b8f38e","mv_stoprdapp01","sg_stoprdapp01"
"Kos","000297600631","ig_atmprddb02","Windows","38.6","10009440c9cfb033 | 10009440c9cfb034 | 10009440c9cfb04b | 10009440c9cfb04c","mv_atmprddb02","sg_atmprddb02"
"Kos","000297600631","ig_frprddb05","AIX","16.49","10009440c9cfb00c | 10009440c9cfb057","mv_frprddb05","sg_frprddb05"
"Kos","000297600631","ig_psprdesx11","VMware ESX","0.62","51402ec001c85ddc | 51402ec001c85dde | 51402ec001c85dfc | 51402ec001c85dfe","mv_psprdesx; mv_psprdesx_gk","sg_psprdesx; sg_psprdesx_gk"
"Kos","000297600631","ig_dbtprddb01","AIX","12","10009440c9ce4563 | 10009440c9ce4564 | 10009440c9ce45ab | 10009440c9ce45ac","mv_dbtprddb01","sg_dbtprddb01"
"Kos","000297600631","ig_frprddb04","AIX","4","10009440c9cfb042 | 10009440c9cfb043 | 10009440c9cfb045 | 10009440c9cfb046","mv_frprddb04","sg_frprddb04_backup"
"Kos","000297600631","ig_psprdesx22","VMware ESX","0.62","10009440c9d48112 | 10009440c9d481a8","mv_psprdesx","sg_psprdesx"
"Kos","000297600631","ig_sqlupgdb01","Unknown","74.79","51402ec001cabaa8 | 51402ec001cabaaa | 51402ec001cabb1c | 51402ec001cabb1e | 51402ec001cac194 | 51402ec001cac196","mv_sqlupgdb01","sg_sqlupgdb01"
"Kos","000297600631","ig_psprdesx19","VMware ESX","0.62","51402ec001c85a44 | 51402ec001c85a46 | 51402ec0123fcc68 | 51402ec0123fcc6a","mv_psprdesx","sg_psprdesx"
"Kos","000297600631","ig_psprdesx33","VMware ESX","0.62","100070b7e424151e | 100070b7e424151f | 100070b7e4241563 | 100070b7e4241564","mv_psprdesx; mv_psprdesx_gk","sg_psprdesx; sg_psprdesx_gk"
"Kos","000297600631","ig_psprdesx16","VMware ESX","0.62","51402ec001c85bf4 | 51402ec001c85bf6 | 51402ec001c85c1c | 51402ec001c85c1e","mv_psprdesx","sg_psprdesx"
"Kos","000297600631","ig_psprdesx10","VMware ESX","0.62","51402ec001c85c00 | 51402ec001c85c02 | 51402ec001c85df0 | 51402ec001c85df2","mv_psprdesx; mv_psprdesx_gk","sg_psprdesx; sg_psprdesx_gk"
"Kos","000297600631","ig_psprdesx14","VMware ESX","0.62","51402ec001c85c08 | 51402ec001c85c0a | 51402ec001c85c28 | 51402ec001c85c2a","mv_psprdesx","sg_psprdesx"
"Kos","000297600631","ig_kkprddb04","AIX","79","10009440c9cf70e4 | 10009440c9cf70e5 | 10009440c9cf8006 | 10009440c9cf8007 | 10009440c9cf8018 | 10009440c9cf8019 | 10009440c9cf8087 | 10009440c9cf8088","mv_kkprddb04","sg_kkprddb04"
