"Lokasyon","Kabinet","Volume","Size (TB)","Serial"
"Istanbul","PURE_005","ELKPRDDAT13_04","4","32ED5FFC4BE43FAB00012F54"
"Istanbul","PURE_005","ELKPRDDAT13_05","4","32ED5FFC4BE43FAB00012F55"
"Istanbul","PURE_005","ELKPRDDAT13_06","4","32ED5FFC4BE43FAB00012F56"
"Istanbul","PURE_005","ELKPRDDAT13_07","4","32ED5FFC4BE43FAB00012F57"
"Istanbul","PURE_005","ELKPRDDAT13_08","4","32ED5FFC4BE43FAB00012F58"
"Istanbul","PURE_005","INSTAPRDAPP02_01","5","32ED5FFC4BE43FAB00012F59"
"Istanbul","PURE_005","ALOPRDKFK18_01","5","32ED5FFC4BE43FAB00012F5A"
"Istanbul","PURE_005","ALOPRDKFK18_02","5","32ED5FFC4BE43FAB00012F5B"
"Istanbul","PURE_005","ALOPRDKFK18_03","5","32ED5FFC4BE43FAB00012F5C"
"Istanbul","PURE_005","ALOPRDKFK18_04","5","32ED5FFC4BE43FAB00012F5D"
"Istanbul","PURE_005","ALOPRDKFK18_05","5","32ED5FFC4BE43FAB00012F5E"
"Istanbul","PURE_005","ALOPRDKFK18_06","5","32ED5FFC4BE43FAB00012F5F"
"Istanbul","PURE_005","ALOPRDKFK18_07","5","32ED5FFC4BE43FAB00012F60"
"Istanbul","PURE_005","ALOPRDKFK18_08","5","32ED5FFC4BE43FAB00012F61"
"Istanbul","PURE_005","ALOPRDKFK18_09","5","32ED5FFC4BE43FAB00012F62"
"Istanbul","PURE_005","ALOPRDKFK18_10","5","32ED5FFC4BE43FAB00012F63"
"Istanbul","PURE_005","ALOPRDKFK18_11","5","32ED5FFC4BE43FAB00012F64"
"Istanbul","PURE_005","ALOPRDKFK18_12","5","32ED5FFC4BE43FAB00012F65"
"Istanbul","PURE_005","ALOPRDKFK19_01","5","32ED5FFC4BE43FAB00012F66"
"Istanbul","PURE_005","ALOPRDKFK19_02","5","32ED5FFC4BE43FAB00012F67"
"Istanbul","PURE_005","ALOPRDKFK19_03","5","32ED5FFC4BE43FAB00012F68"
"Istanbul","PURE_005","ALOPRDKFK19_04","5","32ED5FFC4BE43FAB00012F69"
"Istanbul","PURE_005","ALOPRDKFK19_05","5","32ED5FFC4BE43FAB00012F6A"
"Istanbul","PURE_005","ALOPRDKFK19_06","5","32ED5FFC4BE43FAB00012F6B"
"Istanbul","PURE_005","ALOPRDKFK19_07","5","32ED5FFC4BE43FAB00012F6C"
"Istanbul","PURE_005","ALOPRDKFK19_08","5","32ED5FFC4BE43FAB00012F6D"
"Istanbul","PURE_005","ALOPRDKFK19_09","5","32ED5FFC4BE43FAB00012F6E"
"Istanbul","PURE_005","ALOPRDKFK19_10","5","32ED5FFC4BE43FAB00012F6F"
"Istanbul","PURE_005","ALOPRDKFK19_11","5","32ED5FFC4BE43FAB00012F70"
"Istanbul","PURE_005","ALOPRDKFK19_12","5","32ED5FFC4BE43FAB00012F71"
"Istanbul","PURE_005","SEATSTRAC_VOTE_01","0.015","32ED5FFC4BE43FAB00012F72"
"Istanbul","PURE_005","SEATSTRAC_VOTE_02","0.015","32ED5FFC4BE43FAB00012F73"
"Istanbul","PURE_005","TNGPRDRAC0102_05","0.016","32ED5FFC4BE43FAB00012F74"
"Istanbul","PURE_005","TNGPRDRAC0102_06","0.016","32ED5FFC4BE43FAB00012F75"
"Istanbul","PURE_005","SEAPRDRAC_ASM_27","2","32ED5FFC4BE43FAB00012F76"
"Istanbul","PURE_005","SEAPRDRAC_ASM_28","2","32ED5FFC4BE43FAB00012F77"
"Istanbul","PURE_005","SEAPRDRAC_ASM_29","2","32ED5FFC4BE43FAB00012F78"
"Istanbul","PURE_005","SEAPRDRAC_ASM_30","2","32ED5FFC4BE43FAB00012F79"
"Istanbul","PURE_005","SEAPRDRAC_ASM_31","2","32ED5FFC4BE43FAB00012F7A"
"Istanbul","PURE_005","PGMPRDRAC0102_50","1","32ED5FFC4BE43FAB00013363"
"Istanbul","PURE_005","PGMPRDRAC0102_51","1","32ED5FFC4BE43FAB00013364"
"Istanbul","PURE_005","PGMPRDRAC0102_52","1","32ED5FFC4BE43FAB00013365"
"Istanbul","PURE_005","PGMPRDRAC0102_53","1","32ED5FFC4BE43FAB00013366"
"Istanbul","PURE_005","PGMPRDRAC0102_54","1","32ED5FFC4BE43FAB00013367"
"Istanbul","PURE_005","PGMPRDRAC0102_55","1","32ED5FFC4BE43FAB00013368"
"Istanbul","PURE_005","PGMPRDRAC0102_56","1","32ED5FFC4BE43FAB00013369"
"Istanbul","PURE_005","PGMPRDRAC0102_57","1","32ED5FFC4BE43FAB0001336A"
"Istanbul","PURE_005","PGMPRDRAC0102_58","1","32ED5FFC4BE43FAB0001336B"
"Istanbul","PURE_005","PGMPRDRAC0102_59","1","32ED5FFC4BE43FAB0001336C"
"Istanbul","PURE_005","PGMPRDRAC0102_60","1","32ED5FFC4BE43FAB0001336D"
"Istanbul","PURE_005","PGMPRDRAC0102_61","1","32ED5FFC4BE43FAB0001336E"
"Istanbul","PURE_005","PGMPRDRAC0102_62","1","32ED5FFC4BE43FAB0001336F"
"Istanbul","PURE_005","PGMPRDRAC0102_63","1","32ED5FFC4BE43FAB00013370"
"Istanbul","PURE_005","PGMPRDRAC0102_64","1","32ED5FFC4BE43FAB00013371"
"Istanbul","PURE_005","PGMPRDRAC0102_65","1","32ED5FFC4BE43FAB00013372"
"Istanbul","PURE_005","PGMPRDRAC0102_66","1","32ED5FFC4BE43FAB00013373"
"Istanbul","PURE_005","PGMPRDRAC0102_67","1","32ED5FFC4BE43FAB00013374"
"Istanbul","PURE_005","PGMPRDRAC0102_68","1","32ED5FFC4BE43FAB00013375"
"Istanbul","PURE_005","PGMPRDRAC0102_69","1","32ED5FFC4BE43FAB00013376"
"Istanbul","PURE_005","PGMPRDRAC0102_70","1","32ED5FFC4BE43FAB00013377"
"Istanbul","PURE_005","PGMPRDRAC0102_71","1","32ED5FFC4BE43FAB00013378"
"Istanbul","PURE_005","PGMPRDRAC0102_72","1","32ED5FFC4BE43FAB00013379"
"Istanbul","PURE_005","PGMPRDRAC0102_73","1","32ED5FFC4BE43FAB0001337A"
"Istanbul","PURE_005","PGMPRDRAC0102_74","1","32ED5FFC4BE43FAB0001337B"
"Istanbul","PURE_005","PGMPRDRAC0102_75","1","32ED5FFC4BE43FAB0001337C"
"Istanbul","PURE_005","PGMPRDRAC0102_76","1","32ED5FFC4BE43FAB0001337D"
"Istanbul","PURE_005","PGMPRDRAC0102_77","1","32ED5FFC4BE43FAB0001337E"
"Istanbul","PURE_005","PGMPRDRAC0102_78","1","32ED5FFC4BE43FAB0001337F"
"Istanbul","PURE_005","PGMPRDRAC0102_79","1","32ED5FFC4BE43FAB00013380"
"Istanbul","PURE_005","PGMPRDRAC0102_80","1","32ED5FFC4BE43FAB00013381"
"Istanbul","PURE_005","PGMPRDRAC0102_81","1","32ED5FFC4BE43FAB00013382"
"Istanbul","PURE_005","PGMPRDRAC0102_82","1","32ED5FFC4BE43FAB00013383"
"Istanbul","PURE_005","PGMPRDRAC0102_83","1","32ED5FFC4BE43FAB00013384"
"Istanbul","PURE_005","PGMPRDRAC0102_84","1","32ED5FFC4BE43FAB00013385"
"Istanbul","PURE_005","PGMPRDRAC0102_85","1","32ED5FFC4BE43FAB00013386"
"Istanbul","PURE_005","PGMPRDRAC0102_86","1","32ED5FFC4BE43FAB00013387"
"Istanbul","PURE_005","PGMPRDRAC0102_87","1","32ED5FFC4BE43FAB00013388"
"Istanbul","PURE_005","PGMPRDRAC0102_88","1","32ED5FFC4BE43FAB00013389"
"Istanbul","PURE_005","PGMPRDRAC0102_89","1","32ED5FFC4BE43FAB0001338A"
"Istanbul","PURE_005","PSPRDESX_1","8","32ED5FFC4BE43FAB0001349B"
"Istanbul","PURE_005","PSPRDESX_2","8","32ED5FFC4BE43FAB0001349C"
"Istanbul","PURE_005","PSPRDESX_3","8","32ED5FFC4BE43FAB0001349D"
"Istanbul","PURE_005","SEAPRDRAC_ASM_32","2","32ED5FFC4BE43FAB000134E2"
"Istanbul","PURE_005","SEAPRDRAC_ASM_33","2","32ED5FFC4BE43FAB000134E3"
"Istanbul","PURE_005","SEAPRDRAC_ASM_34","2","32ED5FFC4BE43FAB000134E4"
"Istanbul","PURE_005","SEAPRDRAC_ASM_35","2","32ED5FFC4BE43FAB000134E5"
"Istanbul","PURE_005","SEAPRDRAC_ASM_36","2","32ED5FFC4BE43FAB000134E6"
"Istanbul","PURE_005","SEAPRDRAC_ASM_37","2","32ED5FFC4BE43FAB000134E7"
"Istanbul","PURE_005","SEAPRDRAC_ASM_38","2","32ED5FFC4BE43FAB000134E8"
"Istanbul","PURE_005","SEAPRDRAC_ASM_39","2","32ED5FFC4BE43FAB000134E9"
"Istanbul","PURE_005","SEAPRDRAC_ASM_40","2","32ED5FFC4BE43FAB000134EA"
"Istanbul","PURE_005","SEAPRDRAC_ASM_41","2","32ED5FFC4BE43FAB000134EB"
"Istanbul","PURE_005","SEAPRDRAC_ASM_42","2","32ED5FFC4BE43FAB000134EC"
"Istanbul","PURE_005","SEAPRDRAC_ASM_43","2","32ED5FFC4BE43FAB000134ED"
"Istanbul","PURE_005","SEAPRDRAC_ASM_44","2","32ED5FFC4BE43FAB000134EE"
"Istanbul","PURE_005","SEAPRDRAC_ASM_45","2","32ED5FFC4BE43FAB000134EF"
"Istanbul","PURE_005","SEAPRDRAC_ASM_46","2","32ED5FFC4BE43FAB000134F0"
"Istanbul","PURE_005","PSPRDESX_4","8","32ED5FFC4BE43FAB0001359B"
"Istanbul","PURE_005","PSPRDESX_5","8","32ED5FFC4BE43FAB0001359C"
"Istanbul","PURE_005","PSPRDESX_6","8","32ED5FFC4BE43FAB00013647"
"Istanbul","PURE_005","PSPRDESX_7","8","32ED5FFC4BE43FAB00013648"
"Istanbul","PURE_005","PSPRDESX_8","10","32ED5FFC4BE43FAB00013649"
"Istanbul","PURE_005","SEAPRDRAC_ASM_47","2","32ED5FFC4BE43FAB00013D3C"
"Istanbul","PURE_005","SEAPRDRAC_ASM_48","2","32ED5FFC4BE43FAB00013D3D"
"Istanbul","PURE_005","SEAPRDRAC_ASM_49","2","32ED5FFC4BE43FAB00013D3E"
"Istanbul","PURE_005","SEAPRDRAC_ASM_50","2","32ED5FFC4BE43FAB00013D3F"
"Istanbul","PURE_005","SEAPRDRAC_ASM_51","2","32ED5FFC4BE43FAB00013D40"
"Istanbul","PURE_005","FEAGTPRDDB0304_60","1","32ED5FFC4BE43FAB00013DF4"
"Istanbul","PURE_005","FEAGTPRDDB0304_61","1","32ED5FFC4BE43FAB00013DF5"
"Istanbul","PURE_005","SEAPRDRAC01_FS_1","0.488","32ED5FFC4BE43FAB00014676"
"Istanbul","PURE_005","SEAPRDRAC02_FS_1","0.488","32ED5FFC4BE43FAB00014677"
"Istanbul","PURE_005","SEAPRDRAC01_FS_2","0.488","32ED5FFC4BE43FAB00014678"
"Istanbul","PURE_005","SEAPRDRAC02_FS_2","0.488","32ED5FFC4BE43FAB00014679"
"Istanbul","PURE_005","SEAPRDRAC_ASM_52","2","32ED5FFC4BE43FAB00014699"
"Istanbul","PURE_005","SEAPRDRAC_ASM_53","2","32ED5FFC4BE43FAB0001469A"
"Istanbul","PURE_005","SEAPRDRAC_ASM_54","2","32ED5FFC4BE43FAB0001469B"
"Istanbul","PURE_005","SEAPRDRAC_ASM_55","2","32ED5FFC4BE43FAB0001469C"
"Istanbul","PURE_005","SEAPRDRAC_ASM_56","2","32ED5FFC4BE43FAB0001469D"
"Istanbul","PURE_005","FBPRDESX_SQL_84","9","32ED5FFC4BE43FAB00014C11"
"Istanbul","PURE_005","FBPRDESX_SQL_85","9","32ED5FFC4BE43FAB00014C12"
"Istanbul","PURE_005","FBPRDESX_SQL_86","9","32ED5FFC4BE43FAB00014C13"
"Istanbul","PURE_005","FBPRDESX_SQL_87","9","32ED5FFC4BE43FAB00014C14"
"Istanbul","PURE_005","FBPRDESX_SQL_88","9","32ED5FFC4BE43FAB00014C15"
"Istanbul","PURE_005","FBPRDESX_SQL_89","9","32ED5FFC4BE43FAB00014C16"
"Istanbul","PURE_005","FEAGTPRDDB0304_62","1","32ED5FFC4BE43FAB00014C74"
"Istanbul","PURE_005","FBPRDESX_SQL_90","9","32ED5FFC4BE43FAB00014C95"
"Istanbul","PURE_005","FBPRDESX_SQL_91","9","32ED5FFC4BE43FAB00014C96"
"Istanbul","PURE_005","FBPRDESX_SQL_92","9","32ED5FFC4BE43FAB00014C97"
"Istanbul","PURE_005","FBPRDESX_SQL_93","9","32ED5FFC4BE43FAB00014C98"
"Istanbul","PURE_005","FBPRDESX_SQL_94","9","32ED5FFC4BE43FAB00014E59"
"Istanbul","PURE_005","FBPRDESX_SQL_95","9","32ED5FFC4BE43FAB00014E5A"
"Istanbul","PURE_005","SEAPRDRAC_ASM_57","2","32ED5FFC4BE43FAB00014F1B"
"Istanbul","PURE_005","SEAPRDRAC_ASM_58","2","32ED5FFC4BE43FAB00014F1C"
"Istanbul","PURE_005","SEAPRDRAC_ASM_59","2","32ED5FFC4BE43FAB00014F1D"
"Istanbul","PURE_005","SEAPRDRAC_ASM_60","2","32ED5FFC4BE43FAB00014F1E"
"Istanbul","PURE_005","SEAPRDRAC_ASM_61","2","32ED5FFC4BE43FAB00014F1F"
"Istanbul","PURE_005","FBPRDESX_SQL_96","9","32ED5FFC4BE43FAB00014F20"
"Istanbul","PURE_005","FEAGTPRDDB0304_28","1","32ED5FFC4BE43FAB000151E1"
"Istanbul","PURE_005","SEAPRDRAC_ASM_62","2","32ED5FFC4BE43FAB00015476"
"Istanbul","PURE_005","SEAPRDRAC_ASM_63","2","32ED5FFC4BE43FAB00015477"
"Istanbul","PURE_005","SEAPRDRAC_ASM_64","2","32ED5FFC4BE43FAB00015478"
"Istanbul","PURE_005","SEAPRDRAC_ASM_65","2","32ED5FFC4BE43FAB00015479"
"Istanbul","PURE_005","SEAPRDRAC_ASM_66","2","32ED5FFC4BE43FAB0001547A"
"Istanbul","PURE_005","SEAPRDRAC_ASM_67","2","32ED5FFC4BE43FAB0001547B"
"Istanbul","PURE_005","SEAPRDRAC_ASM_68","2","32ED5FFC4BE43FAB0001547C"
"Istanbul","PURE_005","SEAPRDRAC_ASM_69","2","32ED5FFC4BE43FAB0001547D"
"Istanbul","PURE_005","FEAGTPRDDB03_02","0.195","32ED5FFC4BE43FAB000159A6"
"Istanbul","PURE_005","FEAGTPRDDB04_02","0.195","32ED5FFC4BE43FAB000159A7"
"Istanbul","PURE_005","FEAGTPRDDB0304_10","0.146","32ED5FFC4BE43FAB000159A8"
"Istanbul","PURE_005","FBPRDESX_SQL_97","9","32ED5FFC4BE43FAB00015A5D"
"Istanbul","PURE_005","FBPRDESX_SQL_98","9","32ED5FFC4BE43FAB00015A5E"
"Istanbul","PURE_005","FBPRDESX_SQL_99","9","32ED5FFC4BE43FAB00015A5F"
"Istanbul","PURE_005","FBPRDESX_SQL_100","9","32ED5FFC4BE43FAB00015A60"
"Istanbul","PURE_005","FBPRDESX_SQL_101","9","32ED5FFC4BE43FAB00015A61"
"Istanbul","PURE_005","FBPRDESX_SQL_102","9","32ED5FFC4BE43FAB00015A62"
"Istanbul","PURE_005","FBPRDESX_SQL_103","9","32ED5FFC4BE43FAB00015A63"
"Istanbul","PURE_005","FBPRDESX_SQL_104","9","32ED5FFC4BE43FAB00015A64"
"Istanbul","PURE_005","FBPRDESX_SQL_105","9","32ED5FFC4BE43FAB00015A65"
"Istanbul","PURE_005","FBPRDESX_SQL_106","9","32ED5FFC4BE43FAB00015A66"
"Istanbul","PURE_005","FBPRDESX_SQL_107","9","32ED5FFC4BE43FAB00015A67"
"Istanbul","PURE_005","INSTAPRDAPP02_02","2","32ED5FFC4BE43FAB00015AD4"
"Istanbul","PURE_005","PSPRDESX_9","10","32ED5FFC4BE43FAB00015B41"
"Istanbul","PURE_005","GENTSTRAC01_02","0.293","32ED5FFC4BE43FAB00015C1A"
"Istanbul","PURE_005","GENTSTRAC02_02","0.293","32ED5FFC4BE43FAB00015C1B"
"Istanbul","PURE_005","SEAPRDRAC_ASM_70","2","32ED5FFC4BE43FAB000163D1"
"Istanbul","PURE_005","SEAPRDRAC_ASM_71","2","32ED5FFC4BE43FAB000163D2"
"Istanbul","PURE_005","SEAPRDRAC_ASM_72","2","32ED5FFC4BE43FAB000163D3"
"Istanbul","PURE_005","SEAPRDRAC_ASM_73","2","32ED5FFC4BE43FAB000163D4"
"Istanbul","PURE_005","SEAPRDRAC_ASM_74","2","32ED5FFC4BE43FAB000163D5"
"Istanbul","PURE_005","SEAPRDRAC_ASM_75","2","32ED5FFC4BE43FAB000163D6"
"Istanbul","PURE_005","SEAPRDRAC_ASM_76","2","32ED5FFC4BE43FAB000163D7"
"Istanbul","PURE_005","SEAPRDRAC_ASM_77","2","32ED5FFC4BE43FAB000163D8"
"Istanbul","PURE_005","SEAPRDRAC_ASM_78","2","32ED5FFC4BE43FAB000163D9"
"Istanbul","PURE_005","SEAPRDRAC_ASM_79","2","32ED5FFC4BE43FAB000163DA"
"Istanbul","PURE_005","SEAPRDRAC_VOTE_1","0.016","32ED5FFC4BE43FAB000165D3"
"Istanbul","PURE_005","SEAPRDRAC_VOTE_2","0.016","32ED5FFC4BE43FAB000165D4"
