"Lokasyon","Kabinet","Policy Adi","LUN / Obje","Host","Periyot","Saklama","Durum","Tip"
"Istanbul","UMR_CLS","Daily_1_snap","vol_ocpprdgen11_registry","GENERIC_PROD","1 gun","1 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default-DR","FC_vs_cls02_root","FC_vs_cls02-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","FC_vs_root","FC_vs","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default-DR","TR_test","cbprdapp_session-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","test_root","test","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default-DR","abc_test","abc-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default-DR","vserver_ldaps_root","vserver_ldaps-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","vol_pgmprdsimout","cbprdapp_printing_prod","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","vol_ocrm","GENERIC_PROD","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","test_cli","vol_cifs_test_snapvault","test","1 saat + 1 hafta + 1 gun","24 kopya + 4 kopya + 7 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","vol_ebs","GENERIC_PROD","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","OCP_DMZ_root","OCP_DMZ","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","vol_audit","cbprdapp_test_printing","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default-DR","cbprdapp_session_root","cbprdapp_session-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","vol_ocpprddmz02_registry","OCP_DMZ","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","none-DR","cifstest","vserver_ldaps-mc","-","-","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","vol_pega","cbprdapp_printing_prod","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","cbprdapp_printing_root","cbprdapp_test_printing","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","vol_ocpprddmz02_rwm","OCP_DMZ","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","vol_cbprdmft_infoe","cbprdapp_printing_prod","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default-DR","abc_root","abc-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","GENERIC_PROD_root","GENERIC_PROD","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","vol_ocpprdgen02_registry","GENERIC_PROD","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","uom_printing_reptest","cbprdapp_printing_prod","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","session-DR","TR_coreprod_shared_2","cbprdapp_session-mc","1 gun + 1 hafta + 1 saat","2 kopya + 1 kopya + 4 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","vol_ocpprdgen02_rwm","GENERIC_PROD","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","vol_pega_temp","cbprdapp_printing_prod","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","printing_vault","vol_cbprdapp_printing","cbprdapp_printing_prod","1 hafta + 1 gun","2 kopya + 6 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","cbprdapp_printing_prod_root","cbprdapp_printing_prod","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default-DR","testsil","abc-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_01","default","cb_test_printing1","cbprdapp_test_printing","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default","FC_vs_cls02_root","FC_vs_cls02","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","FC_vs_root","FC_vs-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default","TR_test","cbprdapp_session","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","test_root","test-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default","abc_test","abc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default","vserver_ldaps_root","vserver_ldaps","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","vol_pgmprdsimout","cbprdapp_printing_prod-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","vol_ocrm","GENERIC_PROD-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","test_cli","vol_cifs_test_snapvault","test-mc","1 saat + 1 hafta + 1 gun","24 kopya + 4 kopya + 7 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","vol_ebs","GENERIC_PROD-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","OCP_DMZ_root","OCP_DMZ-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","vol_audit","cbprdapp_test_printing-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default","cbprdapp_session_root","cbprdapp_session","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","vol_ocpprddmz02_registry","OCP_DMZ-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","vol_pega","cbprdapp_printing_prod-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","none-DR","audit_log","cbprdapp_printing_prod-mc","-","-","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","cbprdapp_printing_root","cbprdapp_test_printing-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","vol_ocpprddmz02_rwm","OCP_DMZ-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","vol_cbprdmft_infoe","cbprdapp_printing_prod-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default","abc_root","abc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","GENERIC_PROD_root","GENERIC_PROD-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","none-DR","CBPRDAPP_PRINTING","test-mc","-","-","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","vol_ocpprdgen02_registry","GENERIC_PROD-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","uom_printing_reptest","cbprdapp_printing_prod-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","session","TR_coreprod_shared_2","cbprdapp_session","1 gun + 1 hafta + 1 saat","2 kopya + 1 kopya + 4 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","vol_ocpprdgen02_rwm","GENERIC_PROD-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","vol_pega_temp","cbprdapp_printing_prod-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","printing_vault","vol_cbprdapp_printing","cbprdapp_printing_prod-mc","1 hafta + 1 gun","2 kopya + 6 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","cbprdapp_printing_prod_root","cbprdapp_printing_prod-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default","testsil","abc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Istanbul","UOM_AFF_CLS_02","default-DR","cb_test_printing1","cbprdapp_test_printing-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_kfttstapp_dt_clone_841","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_crash_coresys","DEPOT","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","Generic_devtest_root","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ecmdrcapp","cbdrcapp_out","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_sfddrcorc","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","WORM_root","WORM","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_drcjabber","DEPOT","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","1daily","vol_sfm_guvenlik_raporlar_ank","GENERIC_DRC","1 gun","1 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_alotstcondev","GENERIC_DRC","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","IBMTSM_vol_TSM_06_mirror","IBMTSM_DRC","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_kfttstapp_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","TR_coretestdrc_shared_2","FB-CORETEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","EDW_root","EDW","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocptstdev51_registry","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_pega_dev_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","fsnasdrc01_root","fsnasdrc01","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","cb_testdrc_printing1","FB-CORETEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","nasdrcvidyo_enpara","botprdzmapp_drc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_crm_test_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_cbtstcs","GENERIC_DRC","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_cbpreout_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","1daily","vol_ocptstsxm51_registry","GENERIC_DRC","1 gun","1 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_core_stress","cbdrcapp_out","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_dadrcapp","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_sasshare","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_dgwtstapp_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_dgwdrcapp","cbdrcapp_out","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","1daily","vol_ocpprdsxm51_registry","GENERIC_DRC","1 gun","1 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","TR_coredev_emergency_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ecmtstddrc","FB-CORETEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_sasdepot","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrcgengpu01_rwm","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_cbdrcesb","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_logoerm_ank","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_cbtstgen_kos_dt","GENERIC_DEVTEST","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_datstflk010203","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_sfddrc","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_cbpreapp_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrcdmz01_rwm","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","GENERIC_DRC_root","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_evamdrc","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_cbtstesb0102_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","cbdrcapp_out_root","cbdrcapp_out","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocptstdmz51_registry","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ebststws0102_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_sasmeta","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ptstrapp0304","stress_drc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","1weekly","vol_alodrckfk","GENERIC_DRC","1 hafta","1 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_gecici_sasfraud","GENERIC_DEVTEST","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_kep_prod","E-FINANS-DRC","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_vol_fbdefter_test_tr_dt","DEPOT","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_arttstapp_shared_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrcgen10_registry","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","IBMTSM_root","IBMTSM_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","1daily","vol_ocptstsxm51_rwm","GENERIC_DRC","1 gun","1 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_cbpreesb_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","cbdrcapp010203","cbdrcapp_out","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_evamdrt","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpprdcsy51_registry","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_cbtstgen_dt","GENERIC_DEVTEST","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_baremetal_clone2705","DEPOT","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrcgen10_rwm","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","PSM","GENERIC_DRC","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_nsidrcapp","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","FinansLeasing_root","FinansLeasing","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_kfttstapp_dt_clone_8923","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","Ansible_Test_DRC_root","Ansible_Test-DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","EV_drc_root","EV_drc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","1daily","vol_ocpprdsxm51_rwm","GENERIC_DRC","1 gun","1 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","FSDRCINFRA_root","FSDRCINFRA","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","nasdrcspa4","nasprdosk_drc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","cbdrcout0102","cbdrcapp_out","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","nasprdnice_drc_root","nasprdnice_drc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_jratstapp1011_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","cb_testdrc_printing","FB-CORETEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_flexdir","CIGNA_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","botprdzmapp_drc_root","botprdzmapp_drc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrcdmz01_registry","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","bnxefttstapp","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrchub01_registry","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","TR_coredrc_2","cbdrcapp_out","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","svm_vserver_ldaps_root","vserver_ldaps","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrcgen11_rwm","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","1daily","vol_ibthink","GENERIC_DRC","1 gun","1 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","1daily","vol_corenextdrctstauditlog","GENERIC_DRC","1 gun","1 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","nasprdcnice_drc_root","nasprdcnice_drc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocmdrcapp","cbdrcapp_out","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_sfdtstmq01_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","nasdrccspa","nasprdosk_drc","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","1daily","vol_sfm_guvenlik_sasdata_ank","GENERIC_DRC","1 gun","1 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_splunk","fsnasdrc01","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","stress_drc_root","stress_drc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","GENERIC_DMZ_DRC_root","GENERIC_DMZ_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default-1weekly","vol_dkimages_ank","GENERIC_DMZ_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 1 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_deployrepo_ank","GENERIC_DMZ_DRC","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","SAN_DRC_root","SAN_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","E_FINANS_DRC_root","E-FINANS-DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_agentvideo","nasprdosk_drc","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
