"Lokasyon","Kabinet","Host Name","OS","Map Durumu","Provisioned (TB)","Host WWN"
"Istanbul","HW007","STOTSTAPP03","Linux","Unmapped","0",""
"Istanbul","HW007","STOTSTAPP04","Linux","Unmapped","0",""
"Istanbul","HW007","STOTSTAPP05","Linux","Unmapped","0",""
"Istanbul","HW007","LSXPRDRAC01","Linux","Mapped","0.03","100070b7e420f506 | 100070b7e420f509"
"Istanbul","HW007","LSXPRDRAC02","Linux","Mapped","0.03","100070b7e420f445 | 100070b7e420f542"
"Istanbul","HW007","CBPRDESI01","AIX","Unmapped","0",""
"Istanbul","HW007","YTSPRDDB02","Linux","Unmapped","0",""
"Istanbul","HW007","EPRPRDCLN01","Windows","Unmapped","0",""
"Istanbul","HW007","COMPRDCLN03","Windows","Unmapped","0","100000620b435cea | 100000620b435ced"
"Istanbul","HW007","KKPRDDB07","Windows","Unmapped","0","100070b7e420f57e | 100070b7e420f57f | 100070b7e420f587 | 100070b7e420f588 | 100070b7e420f5a5 | 100070b7e420f5a6 | 100070b7e420f5c9 | 100070b7e420f5ca"
"Istanbul","HW007","ESRPRDCLN09","Windows","Unmapped","0",""
"Istanbul","HW007","ESRPRDCLN11","Windows","Unmapped","0",""
"Istanbul","HW007","ig_clwtstgengpu1001","Linux","Unmapped","0","100070b7e4117fca | 100070b7e4117fd5"
"Istanbul","HW007","ig_clwtstgengpu1002","Linux","Unmapped","0","100070b7e424149d | 100070b7e42414fc"
"Istanbul","HW007","KYSPRDDB01","AIX","Unmapped","0",""
"Istanbul","HW007","ig_genprdrac85","AIX","Mapped","528.03",""
"Istanbul","HW007","ig_genprdrac86","AIX","Mapped","528.03",""
"Istanbul","HW007","ig_evaprdrac01","AIX","Mapped","0.03",""
"Istanbul","HW007","ig_evaprdrac02","AIX","Mapped","0.03",""
"Istanbul","HW007","INBSESCLN05","Windows","Unmapped","0",""
"Istanbul","HW007","ESRPRDCLN13","Windows","Unmapped","0","100000620b435d06 | 100000620b436445"
"Istanbul","HW007","PSPRDDB02","AIX","Unmapped","0",""
"Istanbul","HW007","ELKPRDDAT15","Linux","Unmapped","0","100070b7e4241045 | 100070b7e4241070"
"Istanbul","HW007","SWPRDGW01","AIX","Unmapped","0",""
"Istanbul","HW007","BNXSWPRDMQ01","AIX","Mapped","0.5",""
"Istanbul","HW007","BNXSWPRDMQ02","AIX","Mapped","0.5",""
"Istanbul","HW007","ENXCBTSTRAC01","AIX","Mapped","0.03",""
"Istanbul","HW007","ENXCBTSTRAC02","AIX","Mapped","0.03",""
"Istanbul","HW007","ENXCBTSTRAC03","AIX","Mapped","0.03",""
"Istanbul","HW007","ENXCBTSTRAC04","AIX","Mapped","0.03",""
"Istanbul","HW007","ENXGENTSTRAC01","AIX","Mapped","0.03",""
"Istanbul","HW007","ENXGENTSTRAC02","AIX","Mapped","0.03",""
"Istanbul","HW007","TNGTSTRAC01","AIX","Mapped","2.09",""
"Istanbul","HW007","TNGTSTRAC02","AIX","Mapped","2.09",""
"Istanbul","HW007","SWPRDGW02","AIX","Unmapped","0",""
"Istanbul","HW007","BNXUCMPRDDB04","Linux","Unmapped","0","100070b7e4241227 | 100070b7e4241233"
"Istanbul","HW007","SWPRDAPP01","AIX","Mapped","3.5",""
"Istanbul","HW007","SWPRDAPP02","AIX","Mapped","3.5",""
"Istanbul","HW007","test","Windows","Unmapped","0",""
"Istanbul","HW007","CBPRDGEN02","AIX","Unmapped","0",""
"Istanbul","HW007","HCEPRDRAC02","AIX","Mapped","2.4",""
"Istanbul","HW007","HCEPRDRAC01","AIX","Mapped","2.4",""
"Istanbul","HW007","CCPRDCLN15","Windows","Unmapped","0","100000620b436218 | 100000620b43642d"
"Istanbul","HW007","CLESXPRDGEN0101","VMware ESX","Mapped","24.56",""
"Istanbul","HW007","CLESXPRDGEN0102","VMware ESX","Mapped","24.56",""
"Istanbul","HW007","CLESXPRDGEN0103","VMware ESX","Mapped","24.56",""
"Istanbul","HW007","CLESXPRDGEN0104","VMware ESX","Mapped","24.56",""
"Istanbul","HW007","CLESXPRDGEN0105","VMware ESX","Mapped","24.56",""
"Istanbul","HW007","CLESXPRDGEN0106","VMware ESX","Mapped","24.56","100070b7e420ef30 | 100070b7e420f03a"
"Istanbul","HW007","CLESXPRDGEN0107","VMware ESX","Mapped","24.56","100070b7e420ef19 | 100070b7e424129c"
"Istanbul","HW007","CLESXPRDGEN0108","VMware ESX","Mapped","24.56","100070b7e420efc7 | 100070b7e420f036"
"Istanbul","HW007","YNPRDCLN04","Windows","Unmapped","0","100000620b41dd33 | 100000620b41dd34 | 100000620b435bf0 | 100000620b435bf1"
"Istanbul","HW007","ig_btprdlx58","VMware ESX","Mapped","16",""
"Istanbul","HW007","ig_btprdlx59","VMware ESX","Mapped","16",""
"Istanbul","HW007","ig_fbprdesx63","VMware ESX","Unmapped","0",""
"Istanbul","HW007","ig_fbprdesx62","VMware ESX","Unmapped","0",""
"Istanbul","HW007","ig_fbprdesx64","VMware ESX","Unmapped","0",""
"Istanbul","HW007","ig_fbprdesx65","VMware ESX","Unmapped","0",""
"Istanbul","HW007","ig_fbprdesx87","VMware ESX","Mapped","96","100070b7e424140f | 100070b7e4241458"
"Istanbul","HW007","ig_fbprdesx80","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx81","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx79","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx82","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx26","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx58","VMware ESX","Mapped","96","100000620b435360 | 100000620b4354d2"
"Istanbul","HW007","ig_fbprdesx60","VMware ESX","Mapped","96","100000620b4358d5 | 100000620b435918"
"Istanbul","HW007","ig_fbprdesx59","VMware ESX","Mapped","96","100000620b435575 | 100000620b435933"
"Istanbul","HW007","ig_fbprdesx61","VMware ESX","Mapped","96","100000620b4355b4 | 100000620b435b33"
"Istanbul","HW007","ig_fbprdesx98","VMware ESX","Mapped","96","100070b7e42410ac | 100070b7e42412ab"
"Istanbul","HW007","ig_fbprdesx97","VMware ESX","Mapped","96","100070b7e427140d | 100070b7e427141b"
"Istanbul","HW007","ig_fbprdesx55","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx45","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx46","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx25","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx89","VMware ESX","Mapped","96","100070b7e420f537 | 100070b7e420f569"
"Istanbul","HW007","ig_fbprdesx93","VMware ESX","Mapped","96","100070b7e4240fde | 100070b7e4240fe2"
"Istanbul","HW007","ig_fbprdesx92","VMware ESX","Mapped","96","100070b7e4139a3c | 100070b7e4241107"
"Istanbul","HW007","ig_fbprdesx99","VMware ESX","Mapped","96","100070b7e420f4a3 | 100070b7e42411d5"
"Istanbul","HW007","ig_fbprdesx88","VMware ESX","Mapped","96","100070b7e420f4ee | 100070b7e42411e4"
"Istanbul","HW007","ig_fbprdesx86","VMware ESX","Mapped","96","100070b7e4241276 | 100070b7e42414b7"
"Istanbul","HW007","ig_fbprdesx85","VMware ESX","Mapped","96","100070b7e42414d2 | 100070b7e4241525"
"Istanbul","HW007","ig_fbprdesx83","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx84","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx76","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx74","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx78","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx77","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx75","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_bnxprdesx01","VMware ESX","Unmapped","0","100070b7e434f722"
"Istanbul","HW007","ig_fbprdesx68","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx54","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx53","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx67","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx66","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx69","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx70","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx73","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx72","VMware ESX","Mapped","96",""
"Istanbul","HW007","ig_fbprdesx71","VMware ESX","Mapped","96",""
"Istanbul","HW007","STOPRDAPP06","Windows","Unmapped","0","100000620b423b42 | 100000620b424555"
"Istanbul","HW007","MBPRDCLN05","Windows","Unmapped","0","100000620b3c182d | 100000620b3c182e | 100000620b4245f0 | 100000620b4245f1"
"Istanbul","HW007","FFPRDDB03","Linux","Mapped","40.89",""
"Istanbul","HW007","FFPRDDB04","Linux","Mapped","40.89",""
"Istanbul","HW007","BNXEARPRDCLN01","Windows","Unmapped","0","100070b7e4241051 | 100070b7e424116f"
"Istanbul","HW007","BNXEARPRDCLN02","Windows","Unmapped","0","100070b7e4240fa8 | 100070b7e424115d"
"Istanbul","HW007","SFDPRDDB07","Linux","Unmapped","0","100000620b42453c | 100000620b42453d | 100000620b4245bd | 100000620b4245be"
"Istanbul","HW007","ig_fbprdesx100","VMware ESX","Mapped","96","10005ced8c55298e | 10005ced8c552997"
"Istanbul","HW007","ig_fbprdesx101","VMware ESX","Mapped","96","10005ced8c5529cd | 10005ced8c5529df"
"Istanbul","HW007","ig_fbprdesx102","VMware ESX","Mapped","96","10005ced8c5529bb | 10005ced8c5529c1"
"Istanbul","HW007","ig_fbprdesx103","VMware ESX","Mapped","96","10005ced8c551946 | 10005ced8c552946"
"Istanbul","HW007","ig_fbprdesx104","VMware ESX","Mapped","96","10005ced8c5519e8 | 10005ced8c5519fa"
"Istanbul","HW007","ig_fbprdesx105","VMware ESX","Mapped","96","10005ced8c551994 | 10005ced8c5519be"
"Istanbul","HW007","BNXGSCPRDRAC02","AIX","Mapped","0.03",""
"Istanbul","HW007","ig_huawei005_at37","Linux","Unmapped","0",""
"Istanbul","HW007","BNXGSCPRDRAC01","AIX","Mapped","0.03",""
"Istanbul","HW007","BNXMCMPRDRAC01","AIX","Mapped","0.03",""
"Istanbul","HW007","BNXMCMPRDRAC02","AIX","Mapped","0.03",""
"Istanbul","HW005","stotstapp03","Linux","Unmapped","0",""
"Istanbul","HW005","stotstapp04","Linux","Unmapped","0",""
"Istanbul","HW005","stotstapp05","Linux","Unmapped","0",""
"Istanbul","HW005","SCEPRDDB03","AIX","Mapped","14.35",""
"Istanbul","HW005","SCEPRDDB04","AIX","Mapped","14.35",""
"Istanbul","HW005","PGMPRDSIMCAS01","Linux","Unmapped","0",""
"Istanbul","HW005","PGMPRDSIMCAS02","Linux","Unmapped","0",""
"Istanbul","HW005","PGMPRDSIMCAS03","Linux","Unmapped","0",""
"Istanbul","HW005","VIOTSTGEN03","AIX","Unmapped","0",""
"Istanbul","HW005","CSGENMST02","AIX","Unmapped","0",""
"Istanbul","HW005","CSGENMST03","AIX","Unmapped","0",""
"Istanbul","HW005","VPSPRDRAC01","AIX","Mapped","13.72",""
"Istanbul","HW005","VPSPRDRAC02","AIX","Mapped","13.72",""
"Istanbul","HW005","CSTSTPHI02","AIX","Mapped","0.98",""
"Istanbul","HW005","CSTSTPHI01","AIX","Mapped","0.98",""
"Istanbul","HW005","KFTTSTRAC01","AIX","Mapped","0.03",""
"Istanbul","HW005","KFTTSTRAC02","AIX","Mapped","0.03",""
"Istanbul","HW005","VIOTSTGEN03_GECICI","AIX","Unmapped","0","10000090fab01578"
"Istanbul","HW005","COMPRDCLN04","Windows","Unmapped","0","100000620b435c36 | 100000620b435c93"
"Istanbul","HW005","EPRPRDCLN02","Windows","Unmapped","0",""
"Istanbul","HW005","SAPRDDB01","AIX","Unmapped","0",""
"Istanbul","HW005","YTSPRDDB01","AIX","Unmapped","0",""
"Istanbul","HW005","KKPRDDB08","Windows","Unmapped","0","100070b7e420f01e | 100070b7e420f01f | 100070b7e420f142 | 100070b7e420f143 | 100070b7e420f145 | 100070b7e420f146 | 100070b7e420f148 | 100070b7e420f149"
"Istanbul","HW005","ESRPRDCLN10","Windows","Unmapped","0",""
"Istanbul","HW005","ESRPRDCLN12","Windows","Unmapped","0",""
"Istanbul","HW005","BNXHYPVPRDCLN01","Windows","Mapped","20",""
"Istanbul","HW005","BNXHYPVPRDCLN02","Windows","Mapped","20",""
"Istanbul","HW005","CLWPRDGENGPU1005","Linux","Unmapped","0",""
"Istanbul","HW005","CLWPRDGENGPU1006","Linux","Unmapped","0",""
"Istanbul","HW005","CLWPRDGENGPU1010","Linux","Unmapped","0",""
"Istanbul","HW005","RAPRDCS01","Linux","Unmapped","0","1000000533641c8e | 1000000533641c8f"
"Istanbul","HW005","EVAPRDRAC01","AIX","Mapped","80.68",""
"Istanbul","HW005","EVAPRDRAC02","AIX","Mapped","80.68",""
"Istanbul","HW005","ig_genprdrac85","AIX","Mapped","0.03",""
"Istanbul","HW005","ig_genprdrac86","AIX","Mapped","0.03",""
"Istanbul","HW005","INBSESCLN06","Windows","Unmapped","0",""
"Istanbul","HW005","ESRPRDCLN14","Windows","Unmapped","0","100000620b435ccc | 100000620b435d09"
"Istanbul","HW005","IFMPRDDB01","AIX","Unmapped","0",""
"Istanbul","HW005","ELKPRDDAT14","Linux","Unmapped","0","100070b7e4240fb7 | 100070b7e4241028"
"Istanbul","HW005","SWPRDGW01","AIX","Unmapped","0",""
"Istanbul","HW005","BNXSWPRDMQ01","AIX","Mapped","0.51",""
"Istanbul","HW005","BNXSWPRDMQ02","AIX","Mapped","0.51",""
"Istanbul","HW005","SWPRDGW02","AIX","Unmapped","0",""
"Istanbul","HW005","EBSPRDAPP21","Linux","Mapped","1.02",""
"Istanbul","HW005","EBSPRDAPP22","Linux","Mapped","1.02",""
"Istanbul","HW005","mbeprdcln04","Windows","Unmapped","0","100000109bd8b969 | 100000109bd8b96a | 100000109bd8f521 | 100000109bd8f522"
"Istanbul","HW005","BTPRDLX_01","VMware ESX","Mapped","232","100000620b43536f | 100000620b43542a | 100000620b43560f | 100000620b43563f | 100000620b435642 | 100000620b4358ed | 100000620b435a21 | 100000620b435a30 | 100000620b435a33 | 100000620b435a36 | 100070b7e420f00f | 100070b7e420f064 | 100070b7e4241082 | 100070b7e4241152 | 100070b7e42411bd"
"Istanbul","HW005","BTPRDLX_02","VMware ESX","Mapped","232","100000620b435430 | 100000620b435484 | 100000620b435624 | 100000620b435690 | 100000620b435966 | 100000620b4359a2 | 100000620b435a06 | 100000620b435a1e | 100000620b435a39 | 100000620b435a48 | 100070b7e420f03d | 100070b7e420f06f | 100070b7e424101b | 100070b7e42410e7 | 100070b7e4241161"
"Istanbul","HW005","BTPRDLX_03","VMware ESX","Mapped","232",""
"Istanbul","HW005","BNXUCMPRDDB04","Linux","Unmapped","0","100070b7e4241227 | 100070b7e4241233"
"Istanbul","HW005","SWPRDAPP01","AIX","Mapped","3.51",""
"Istanbul","HW005","SWPRDAPP02","AIX","Mapped","3.51",""
"Istanbul","HW005","CCPRDCLN16","Windows","Unmapped","0","100000620b435ca2 | 100000620b435d1b"
"Istanbul","HW005","SWTSTAPP01","AIX","Mapped","0.01",""
"Istanbul","HW005","SWTSTAPP02","AIX","Mapped","0.01",""
"Istanbul","HW005","ATMPRDHST02","Windows","Unmapped","0",""
"Istanbul","HW005","YNPRDCLN03","Windows","Unmapped","0","100000620b4361e4 | 100000620b4361e5 | 100000620b43621b | 100000620b43621c"
"Istanbul","HW005","SDPRDDB01","AIX","Mapped","0",""
"Istanbul","HW005","OCMPRDDB01","AIX","Mapped","301.47",""
"Istanbul","HW005","OCMPRDDB02","AIX","Mapped","301.47",""
"Istanbul","HW005","ig_fbprdesx82","VMware ESX","Mapped","0",""
"Istanbul","HW005","MBPRDCLN06","Windows","Unmapped","0","100000620b3c1230 | 100000620b3c1231 | 100000620b4245f3 | 100000620b4245f4"
"Istanbul","HW005","BNXHYPVPRDCLN03","Windows","Mapped","20",""
"Istanbul","HW005","BNXSESPRDCLN02","Windows","Unmapped","0","100070b7e4240fb4 | 100070b7e42411ac"
"Istanbul","HW005","CSPRDMGT01","AIX","Unmapped","0",""
"Istanbul","HW005","OCMPRDRAC01","AIX","Mapped","332.03",""
"Istanbul","HW005","OCMPRDRAC02","AIX","Mapped","332.03",""
"Istanbul","HW005","ig_fbprdesx87","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx80","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx81","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx79","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx26","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx58","VMware ESX","Mapped","0","100000620b435360 | 100000620b4354d2"
"Istanbul","HW005","ig_fbprdesx60","VMware ESX","Mapped","0","100000620b4358d5 | 100000620b435918"
"Istanbul","HW005","ig_fbprdesx59","VMware ESX","Mapped","0","100000620b435575 | 100000620b435933"
"Istanbul","HW005","ig_fbprdesx61","VMware ESX","Mapped","0","100000620b4355b4 | 100000620b435b33"
"Istanbul","HW005","ig_fbprdesx98","VMware ESX","Mapped","0","100070b7e42410ac"
"Istanbul","HW005","ig_fbprdesx97","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx55","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx45","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx46","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx25","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx89","VMware ESX","Mapped","0","100070b7e420f537 | 100070b7e420f569"
"Istanbul","HW005","ig_fbprdesx93","VMware ESX","Mapped","0","100070b7e4240fde | 100070b7e4240fe2"
"Istanbul","HW005","ig_fbprdesx92","VMware ESX","Mapped","0","100070b7e4139a3c | 100070b7e4241107"
"Istanbul","HW005","ig_fbprdesx99","VMware ESX","Mapped","0","100070b7e420f4a3 | 100070b7e42411d5"
"Istanbul","HW005","ig_fbprdesx88","VMware ESX","Mapped","0","100070b7e420f4ee | 100070b7e42411e4"
"Istanbul","HW005","ig_fbprdesx86","VMware ESX","Mapped","0","100070b7e4241276"
"Istanbul","HW005","ig_fbprdesx85","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx83","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx84","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx76","VMware ESX","Mapped","0",""
"Istanbul","HW005","ig_fbprdesx74","VMware ESX","Mapped","0",""
