"Tarih","Lokasyon","Kabinet","Host Name","OS","Map Durumu","Provisioned (TB)","Host WWN"
"2026-05-20","Istanbul","HW005","ig_fbprdesx105","VMware ESX","Mapped","0.44","10:00:5c:ed:8c:55:19:94 | 10:00:5c:ed:8c:55:19:be"
"2026-05-20","Istanbul","HW004","ig_stotstapp03","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW004","ig_stotstapp04","Linux","Unmapped","0","10:00:94:40:c9:d0:1b:18 | 10:00:94:40:c9:d0:1b:19 | 10:00:94:40:c9:d0:4b:39 | 10:00:94:40:c9:d0:4b:3a | 10:00:94:40:c9:d0:7c:d2 | 10:00:94:40:c9:d0:7c:d3 | 10:00:94:40:c9:d0:9c:21 | 10:00:94:40:c9:d0:9c:22"
"2026-05-20","Istanbul","HW004","ig_stotstapp05","Linux","Unmapped","0","10:00:94:40:c9:d0:0b:b1 | 10:00:94:40:c9:d0:0b:b2 | 10:00:94:40:c9:d0:3b:63 | 10:00:94:40:c9:d0:3b:64 | 10:00:94:40:c9:d0:3b:72 | 10:00:94:40:c9:d0:3b:73 | 10:00:94:40:c9:d0:c6:6f | 10:00:94:40:c9:d0:c6:70"
"2026-05-20","Istanbul","HW004","ig_ytststdb01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW004","ig_cbprddb09","AIX","Unmapped","0","10:00:00:10:9b:7d:3f:cc | 10:00:00:10:9b:7d:3f:cd | 10:00:00:10:9b:7d:b2:87 | 10:00:00:10:9b:7d:b2:88 | 10:00:00:10:9b:f6:1a:06 | 10:00:00:10:9b:f6:1a:07 | 10:00:00:10:9b:f6:1b:09 | 10:00:00:10:9b:f6:1b:0a"
"2026-05-20","Istanbul","HW004","ig_fbhwpoc01","Linux","Mapped","4","10:00:94:40:c9:d0:4b:2d | 10:00:94:40:c9:d0:4b:57"
"2026-05-20","Istanbul","HW004","ig_fbhwpoc02","Linux","Mapped","4","10:00:94:40:c9:d0:0b:de | 10:00:94:40:c9:d0:37:f3"
"2026-05-20","Istanbul","HW004","ig_fbhwpoc03","Linux","Mapped","4","10:00:94:40:c9:d0:37:3c | 10:00:94:40:c9:d0:3b:b7"
"2026-05-20","Istanbul","HW004","ig_fbhwpoc_04","Linux","Mapped","4","10:00:94:40:c9:d0:1b:1e | 10:00:94:40:c9:d0:1b:21"
"2026-05-20","Istanbul","HW004","ig_aloprdkfk10","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW004","ig_cbprdrac85","AIX","Mapped","26.28",""
"2026-05-20","Istanbul","HW004","ig_cbprdrac86","AIX","Mapped","26.28",""
"2026-05-20","Istanbul","HW004","ig_clwprdgengpu1102","Linux","Unmapped","0","10:00:b4:7a:f1:d2:e7:2a | 10:00:b4:7a:f1:d2:e7:2d"
"2026-05-20","Istanbul","HW004","ig_ggprddb01","Linux","Mapped","1.25","10:00:00:62:0b:42:44:c9 | 10:00:00:62:0b:42:44:ca | 10:00:00:62:0b:42:46:21 | 10:00:00:62:0b:42:46:22"
"2026-05-20","Istanbul","HW004","ig_ggprddb02","Linux","Mapped","1.25","10:00:00:62:0b:42:46:54 | 10:00:00:62:0b:42:46:55 | 10:00:00:62:0b:42:46:69 | 10:00:00:62:0b:42:46:6a"
"2026-05-20","Istanbul","HW004","ig_odprddb07","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW004","ig_cbtstrac85","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW004","ig_cbtstrac86","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW004","ig_cbprdarc01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW004","ig_nbuprdmst01","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW004","ig_ecmtstrac03","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW004","ig_cbpredb01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW004","odprdrac01_ig1","AIX","Mapped","135.88",""
"2026-05-20","Istanbul","HW004","odprdrac01_ig2","AIX","Mapped","134.39",""
"2026-05-20","Istanbul","HW004","odprdrac02_ig1","AIX","Mapped","135.88",""
"2026-05-20","Istanbul","HW004","odprdrac02_ig2","AIX","Mapped","134.39",""
"2026-05-20","Istanbul","HW004","ig_lsxprdesx01","VMware ESX","Mapped","4.67","10:00:70:b7:e4:24:15:3f | 10:00:70:b7:e4:24:15:43"
"2026-05-20","Istanbul","HW004","ig_lsxprdesx02","VMware ESX","Mapped","4.67","10:00:70:b7:e4:24:15:46 | 10:00:70:b7:e4:24:15:6c"
"2026-05-20","Istanbul","HW004","ig_lsxprdesx03","VMware ESX","Mapped","4.67","10:00:70:b7:e4:24:14:f1 | 10:00:70:b7:e4:24:15:69"
"2026-05-20","Istanbul","HW004","ig_lsxprdrac01","Linux","Mapped","0.02","10:00:70:b7:e4:20:f5:06 | 10:00:70:b7:e4:20:f5:09"
"2026-05-20","Istanbul","HW004","ig_lsxprdrac02","Linux","Mapped","0.02","10:00:70:b7:e4:20:f4:45 | 10:00:70:b7:e4:20:f5:42"
"2026-05-20","Istanbul","HW004","sg_clwtstgengpu1003","Linux","Unmapped","0","10:00:70:b7:e4:11:7f:fa | 10:00:70:b7:e4:11:80:4b"
"2026-05-20","Istanbul","HW004","ig_evaprdrac01","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW004","ig_evaprdrac02","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW004","CBPRDRAC05_IG1","AIX","Mapped","0.02","10:00:00:62:0b:3e:3c:b7 | 10:00:70:b7:e4:05:50:24 | 10:00:70:b7:e4:13:c5:ed | 10:00:70:b7:e4:13:c6:03 | 10:00:70:b7:e4:13:c6:66 | 10:00:70:b7:e4:13:cf:72 | 10:00:70:b7:e4:13:cf:84 | 10:00:70:b7:e4:13:d0:3c"
"2026-05-20","Istanbul","HW004","CBPRDRAC06_IG1","AIX","Mapped","0.02","10:00:00:62:0b:3e:3d:c6 | 10:00:00:62:0b:3e:3d:d2 | 10:00:00:62:0b:3e:3d:e4 | 10:00:70:b7:e4:13:c8:d8 | 10:00:70:b7:e4:13:c8:e4 | 10:00:70:b7:e4:13:c9:1e | 10:00:70:b7:e4:13:c9:2d | 10:00:70:b7:e4:13:cf:03"
"2026-05-20","Istanbul","HW004","ig_cbprdarc07","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW004","NBUPRDMST02","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_stotstapp03","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_stotstapp04","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_stotstapp05","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_ytststdb01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_cbprddb09","AIX","Unmapped","0","10:00:00:10:9b:7d:3f:cc | 10:00:00:10:9b:7d:3f:cd | 10:00:00:10:9b:7d:b2:87 | 10:00:00:10:9b:7d:b2:88 | 10:00:00:10:9b:f6:1a:06 | 10:00:00:10:9b:f6:1a:07 | 10:00:00:10:9b:f6:1b:09 | 10:00:00:10:9b:f6:1b:0a"
"2026-05-20","Istanbul","HW002","ig_fedwhprddb01","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_cbprdrac85","AIX","Mapped","26.28",""
"2026-05-20","Istanbul","HW002","ig_cbprdrac86","AIX","Mapped","26.28",""
"2026-05-20","Istanbul","HW002","ig_sfdprdrac13","Linux","Mapped","164.07","10:00:00:62:0b:42:45:2a | 10:00:00:62:0b:42:45:2b | 10:00:00:62:0b:42:45:36 | 10:00:00:62:0b:42:45:37"
"2026-05-20","Istanbul","HW002","ig_sfdprdrac14","Linux","Mapped","164.07","10:00:00:62:0b:42:45:57 | 10:00:00:62:0b:42:45:58 | 10:00:00:62:0b:42:45:72 | 10:00:00:62:0b:42:45:73"
"2026-05-20","Istanbul","HW002","ig_aloprdkfk13","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_clwprdgengpu1103","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_cbtstrac85","AIX","Mapped","10.02",""
"2026-05-20","Istanbul","HW002","ig_cbtstrac86","AIX","Mapped","10.02",""
"2026-05-20","Istanbul","HW002","ig_cbprdarc01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_bsmprddb01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_btprdlx08","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx10","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_fbprdhyp01","Windows","Mapped","0","10:00:30:8d:99:2f:84:98 | 10:00:30:8d:99:2f:84:a4"
"2026-05-20","Istanbul","HW002","ig_fbprdhyp02","Windows","Mapped","0","10:00:30:8d:99:2f:84:78 | 10:00:30:8d:99:2f:84:a0"
"2026-05-20","Istanbul","HW002","ig_hmnprddb04","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_hmnprddb05","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_kkprddb05","Windows","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_ecmtstrac03","AIX","Mapped","6.07",""
"2026-05-20","Istanbul","HW002","ig_ecmtstrac04","AIX","Mapped","6.07",""
"2026-05-20","Istanbul","HW002","ig_cbtstdb07","AIX","Unmapped","0","10:00:00:10:9b:7d:22:8a | 10:00:00:10:9b:7d:22:8b | 10:00:00:10:9b:7d:2d:e1 | 10:00:00:10:9b:7d:2d:e2 | 10:00:00:10:9b:7d:38:63 | 10:00:00:10:9b:7d:38:64 | 10:00:00:10:9b:7d:39:0f | 10:00:00:10:9b:7d:39:10"
"2026-05-20","Istanbul","HW002","ig_btprdlx12","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx13","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_msprdappss03","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW002","CBPRDRAC06_IG2","AIX","Mapped","0.02","10:00:00:62:0b:3e:3d:c7 | 10:00:00:62:0b:3e:3d:d3 | 10:00:00:62:0b:3e:3d:e5 | 10:00:70:b7:e4:13:c8:d9 | 10:00:70:b7:e4:13:c8:e5 | 10:00:70:b7:e4:13:c9:1f | 10:00:70:b7:e4:13:c9:2e | 10:00:70:b7:e4:13:cf:04"
"2026-05-20","Istanbul","HW002","ig_btprdlx16","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx18","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx20","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx22","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx23","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx24","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx26","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx28","VMware ESX","Mapped","5",""
"2026-05-20","Istanbul","HW002","ig_btprdlx30","VMware ESX","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_btprdlx32","VMware ESX","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_btprdlx34","VMware ESX","Mapped","3.29","10:00:00:62:0b:43:54:2a | 10:00:00:62:0b:43:54:84"
"2026-05-20","Istanbul","HW002","ig_btprdlx36","VMware ESX","Mapped","3.29","10:00:00:62:0b:43:5a:06 | 10:00:00:62:0b:43:5a:36"
"2026-05-20","Istanbul","HW002","ig_btprdlx38","VMware ESX","Mapped","3.29","10:00:00:62:0b:43:53:6f | 10:00:00:62:0b:43:54:30"
"2026-05-20","Istanbul","HW002","ig_btprdlx40","VMware ESX","Mapped","3.29","10:00:00:62:0b:43:5a:21 | 10:00:00:62:0b:43:5a:39"
"2026-05-20","Istanbul","HW002","ig_btprdlx42","VMware ESX","Mapped","3.29","10:00:00:62:0b:43:5a:1e | 10:00:00:62:0b:43:5a:30"
"2026-05-20","Istanbul","HW002","ig_btprdlx44","VMware ESX","Mapped","3.29","10:00:00:62:0b:43:56:24 | 10:00:00:62:0b:43:56:42"
"2026-05-20","Istanbul","HW002","ig_btprdlx46","VMware ESX","Mapped","3.29","10:00:00:62:0b:43:56:3f | 10:00:00:62:0b:43:59:a2"
"2026-05-20","Istanbul","HW002","ig_btprdlx48","VMware ESX","Mapped","3.29","10:00:00:62:0b:43:56:0f | 10:00:00:62:0b:43:56:90"
"2026-05-20","Istanbul","HW002","ig_btprdlx50","VMware ESX","Mapped","3.29","10:00:00:62:0b:43:58:ed | 10:00:00:62:0b:43:59:66"
"2026-05-20","Istanbul","HW002","ig_btprdlx52","VMware ESX","Mapped","3.29","10:00:00:62:0b:43:5a:33 | 10:00:00:62:0b:43:5a:48"
"2026-05-20","Istanbul","HW002","ig_btprdlx54","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx56","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx58","VMware ESX","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_btprdlx60","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx62","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx64","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx66","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx68","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_sfdprdvm02","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_sfdprdvm04","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_sfdprdvm06","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_sfdprdvm08","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_msprdappss04","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW002","odprdrac01_ig1","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW002","CBPRDRAC05_IG2","AIX","Mapped","0.02","10:00:00:62:0b:3e:3c:b8 | 10:00:70:b7:e4:05:50:25 | 10:00:70:b7:e4:13:c5:ee | 10:00:70:b7:e4:13:c6:04 | 10:00:70:b7:e4:13:c6:67 | 10:00:70:b7:e4:13:cf:73 | 10:00:70:b7:e4:13:cf:85 | 10:00:70:b7:e4:13:d0:3d"
"2026-05-20","Istanbul","HW002","odprdrac02_ig1","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW002","ig_cbprdarc07","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_fegnlprddb01","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW002","CLESXPRDGEN0101","VMware ESX","Mapped","2.5",""
"2026-05-20","Istanbul","HW002","CLESXPRDGEN0102","VMware ESX","Mapped","2.5",""
"2026-05-20","Istanbul","HW002","CLESXPRDGEN0103","VMware ESX","Mapped","2.5",""
"2026-05-20","Istanbul","HW002","CLESXPRDGEN0104","VMware ESX","Mapped","2.5",""
"2026-05-20","Istanbul","HW002","CLESXPRDGEN0105","VMware ESX","Mapped","2.5",""
"2026-05-20","Istanbul","HW002","ig_clwprdgengpu1009","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW002","ig_lsxprdesx02","VMware ESX","Mapped","2.33",""
"2026-05-20","Istanbul","HW002","ig_lsxprdesx01","VMware ESX","Mapped","2.33",""
"2026-05-20","Istanbul","HW002","ig_lsxprdesx03","VMware ESX","Mapped","2.33",""
"2026-05-20","Istanbul","HW002","ig_daprdkfk04","Linux","Unmapped","0","10:00:70:b7:e4:24:12:e4"
"2026-05-20","Istanbul","HW002","ig_daprdkfk05","Linux","Unmapped","0","10:00:70:b7:e4:24:13:55 | 10:00:70:b7:e4:24:13:57"
"2026-05-20","Istanbul","HW002","ig_lsxprdrac01","Linux","Mapped","6.02","10:00:70:b7:e4:20:f5:06 | 10:00:70:b7:e4:20:f5:09"
"2026-05-20","Istanbul","HW002","ig_lsxprdrac02","Linux","Mapped","6.02","10:00:70:b7:e4:20:f4:45 | 10:00:70:b7:e4:20:f5:42"
"2026-05-20","Istanbul","HW002","CLESXPRDGEN0107","VMware ESX","Mapped","2.5","10:00:70:b7:e4:20:ef:19 | 10:00:70:b7:e4:24:12:9c"
"2026-05-20","Istanbul","HW002","LSXPRDLX01","VMware ESX","Mapped","6","10:00:70:b7:e4:24:12:f4"
"2026-05-20","Istanbul","HW002","LSXPRDLX02","VMware ESX","Mapped","6",""
"2026-05-20","Istanbul","HW002","CLWPRDGENGPU1105","Linux","Unmapped","0","10:00:70:b7:e4:24:12:3f | 10:00:70:b7:e4:24:12:d9"
"2026-05-20","Istanbul","HW002","ig_genprdrac85","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW002","ig_genprdrac86","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW002","ig_btprdlx70","VMware ESX","Mapped","3.29","10:00:70:b7:e4:24:10:82 | 10:00:70:b7:e4:24:10:e7"
"2026-05-20","Istanbul","HW002","ig_btprdlx72","VMware ESX","Mapped","3.29","10:00:70:b7:e4:24:10:1b | 10:00:70:b7:e4:24:11:52"
"2026-05-20","Istanbul","HW002","ig_btprdlx74","VMware ESX","Mapped","3.29","10:00:70:b7:e4:24:11:61 | 10:00:70:b7:e4:24:11:bd"
"2026-05-20","Istanbul","HW002","ig_btprdlx76","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx78","VMware ESX","Mapped","3.29","10:00:70:b7:e4:24:12:87"
"2026-05-20","Istanbul","HW002","ig_btprdlx80","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx82","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx84","VMware ESX","Mapped","3.29","10:00:70:b7:e4:20:f0:64 | 10:00:70:b7:e4:20:f0:6f"
"2026-05-20","Istanbul","HW002","ig_btprdlx86","VMware ESX","Mapped","3.29",""
"2026-05-20","Istanbul","HW002","ig_btprdlx88","VMware ESX","Mapped","3.29","10:00:70:b7:e4:20:f0:0f | 10:00:70:b7:e4:20:f0:3d"
"2026-05-20","Istanbul","HW002","CLESXPRDGEN0106","VMware ESX","Mapped","2.5","10:00:70:b7:e4:20:ef:30 | 10:00:70:b7:e4:20:f0:3a"
"2026-05-20","Istanbul","HW002","CLESXPRDGEN0108","VMware ESX","Mapped","2.5","10:00:70:b7:e4:20:ef:c7 | 10:00:70:b7:e4:20:f0:36"
"2026-05-20","Istanbul","HW002","ig_btprdlx29","VMware ESX","Mapped","5",""
"2026-05-20","Istanbul","HW002","STOPRDAPP06","Windows","Unmapped","0","10:00:00:62:0b:42:3b:42 | 10:00:00:62:0b:42:45:55"
"2026-05-20","Istanbul","HW002","ig_swtstapp01","AIX","Mapped","1.5",""
"2026-05-20","Istanbul","HW002","ig_swtstapp02","AIX","Mapped","1.5",""
"2026-05-20","Istanbul","HW005_DE39","STOTSTAPP03","Linux","Mapped","0",""
"2026-05-20","Istanbul","HW005_DE39","STOTSTAPP04","Linux","Mapped","0","10:00:94:40:c9:d0:9c:22 | 10:00:94:40:c9:d0:9c:21 | 10:00:94:40:c9:d0:7c:d3 | 10:00:94:40:c9:d0:7c:d2 | 10:00:94:40:c9:d0:4b:3a | 10:00:94:40:c9:d0:4b:39 | 10:00:94:40:c9:d0:1b:19 | 10:00:94:40:c9:d0:1b:18"
"2026-05-20","Istanbul","HW005_DE39","STOTSTAPP05","Linux","Mapped","0","10:00:94:40:c9:d0:c6:70 | 10:00:94:40:c9:d0:c6:6f | 10:00:94:40:c9:d0:3b:73 | 10:00:94:40:c9:d0:3b:72 | 10:00:94:40:c9:d0:3b:64 | 10:00:94:40:c9:d0:3b:63 | 10:00:94:40:c9:d0:0b:b2 | 10:00:94:40:c9:d0:0b:b1"
"2026-05-20","Istanbul","HW005_DE39","SFDPRDDB07","Linux","Unmapped","0","10:00:00:62:0b:42:45:be | 10:00:00:62:0b:42:45:bd | 10:00:00:62:0b:42:45:3d | 10:00:00:62:0b:42:45:3c"
"2026-05-20","Istanbul","HW005_DE39","CFRPRDRAC01","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW005_DE39","CFRPRDRAC02","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW005_DE39","CBPRDARC05","AIX","Unmapped","0","c0:50:76:04:35:a0:06:1a | c0:50:76:04:35:a0:06:19 | c0:50:76:04:35:a0:06:18 | c0:50:76:04:35:a0:06:17 | c0:50:76:04:35:a0:06:16 | c0:50:76:04:35:a0:06:15 | c0:50:76:04:35:a0:06:14"
"2026-05-20","Istanbul","HW005_DE39","GENPRDRAC01","AIX","Mapped","0","21:00:f4:c7:aa:04:ac:b1 | 21:00:f4:c7:aa:04:ac:b0 | 21:00:f4:c7:aa:04:ac:a1 | 21:00:f4:c7:aa:04:ac:a0 | 21:00:f4:c7:aa:04:ac:81 | 21:00:f4:c7:aa:04:ac:80 | 21:00:f4:c7:aa:04:ac:77 | 21:00:f4:c7:aa:04:ac:76"
"2026-05-20","Istanbul","HW005_DE39","GENPRDRAC02","AIX","Mapped","0","21:00:f4:c7:aa:05:d2:7b | 21:00:f4:c7:aa:05:d2:7a | 21:00:f4:c7:aa:05:05:67 | 21:00:f4:c7:aa:05:05:66 | 21:00:f4:c7:aa:05:05:29 | 21:00:f4:c7:aa:05:05:28 | 21:00:f4:c7:aa:05:04:ab | 21:00:f4:c7:aa:05:04:aa"
"2026-05-20","Istanbul","HW005_DE39","BNXMSGPRDEXC01","Windows","Unmapped","0","10:00:5c:ed:8c:55:29:5b | 10:00:5c:ed:8c:55:29:19"
"2026-05-20","Istanbul","HW005_DE39","BNXMSGPRDEXC02","Windows","Unmapped","0","10:00:5c:ed:8c:55:29:5d | 10:00:5c:ed:8c:55:29:21"
"2026-05-20","Istanbul","HW005_DE39","BNXMSGPRDEXC03","Windows","Unmapped","0","10:00:5c:ed:8c:55:29:25 | 10:00:5c:ed:8c:55:19:4c"
"2026-05-20","Istanbul","HW005_DE39","BNXMSGPRDEXC04","Windows","Unmapped","0","10:00:5c:ed:8c:55:29:b1 | 10:00:5c:ed:8c:55:29:9f"
"2026-05-20","Istanbul","HW005_DE39","BNXMSGPRDEXC05","Windows","Unmapped","0","10:00:5c:ed:8c:55:29:b5 | 10:00:5c:ed:8c:55:29:76"
"2026-05-20","Istanbul","HW005_DE39","BNXMSGPRDEXC06","Windows","Unmapped","0","10:00:5c:ed:8c:55:29:b7 | 10:00:5c:ed:8c:55:29:27"
"2026-05-20","Istanbul","HW005_DE39","BNXMSGPRDEXC07","Windows","Unmapped","0","10:00:5c:ed:8c:55:29:70 | 10:00:5c:ed:8c:55:29:0d"
"2026-05-20","Istanbul","HW005_DE39","BNXMSGPRDEXC08","Windows","Unmapped","0","10:00:5c:ed:8c:55:29:81 | 10:00:5c:ed:8c:55:29:0f"
"2026-05-20","Istanbul","HW005_DE39","BNXMSGPRDEXC09","Windows","Unmapped","0","10:00:5c:ed:8c:55:19:f1 | 10:00:5c:ed:8c:55:19:e5"
"2026-05-20","Istanbul","HW005_DE39","CBPRDLX02","VMware ESX","Mapped","3.33","10:00:5c:ed:8c:55:89:f1 | 10:00:5c:ed:8c:55:89:88"
"2026-05-20","Istanbul","HW005_DE39","CBPRDLX04","VMware ESX","Mapped","3.33","10:00:5c:ed:8c:55:89:fd | 10:00:5c:ed:8c:55:89:d3"
"2026-05-20","Istanbul","HW005_DE39","CBPRDLX06","VMware ESX","Mapped","3.33","10:00:5c:ed:8c:55:89:cd | 10:00:5c:ed:8c:55:89:1f"
"2026-05-20","Istanbul","HW005_DE39","CBPRDLX08","VMware ESX","Mapped","3.33","10:00:5c:ed:8c:55:89:a8 | 10:00:5c:ed:8c:55:89:66"
"2026-05-20","Istanbul","HW005_DE39","CBPRDLX10","VMware ESX","Mapped","3.33","10:00:5c:ed:8c:55:89:6c | 10:00:5c:ed:8c:55:79:f6"
"2026-05-20","Istanbul","HW005_DE39","CBPRDLX12","VMware ESX","Mapped","3.33","10:00:5c:ed:8c:55:89:db | 10:00:5c:ed:8c:55:89:39"
"2026-05-20","Istanbul","HW005_DE39","BTPRDMGT01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005_DE39","DAPRDKFK12","AIX","Unmapped","0","10:00:5c:ed:8c:55:79:63 | 10:00:5c:ed:8c:55:79:33"
"2026-05-20","Istanbul","HW005_DE39","CBPRDDB05","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005_DE39","DEMPRDAPP01","Linux","Unmapped","0","10:00:94:40:c9:d0:95:f1 | 10:00:94:40:c9:d0:95:f0 | 10:00:94:40:c9:d0:85:f1 | 10:00:94:40:c9:d0:85:f0"
"2026-05-20","Istanbul","HW005_DE39","FFTSTDB05","Linux","Unmapped","0","51:40:2e:c0:11:09:c1:ba | 51:40:2e:c0:11:09:c1:b8 | 51:40:2e:c0:11:09:c1:b2 | 51:40:2e:c0:11:09:c1:b0"
"2026-05-20","Istanbul","HW005_DE39","HKPRDDB01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005_DE39","ODIPRDDB02","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005_DE39","FFPRDESX03","VMware ESX","Mapped","49.5","10:00:b4:7a:f1:6e:2b:d2 | 10:00:b4:7a:f1:6e:1b:8d"
"2026-05-20","Istanbul","HW005_DE39","FFPRDESX04","VMware ESX","Mapped","49.5","10:00:b4:7a:f1:6e:3b:66 | 10:00:b4:7a:f1:6e:1b:7b"
"2026-05-20","Istanbul","HW001_AT32","STOTSTAPP03","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW001_AT32","STOTSTAPP05","Linux","Unmapped","0","10:00:94:40:c9:d0:3b:63 | 10:00:94:40:c9:d0:0b:b2 | 10:00:94:40:c9:d0:0b:b1 | 10:00:94:40:c9:d0:c6:70 | 10:00:94:40:c9:d0:c6:6f | 10:00:94:40:c9:d0:3b:73 | 10:00:94:40:c9:d0:3b:72 | 10:00:94:40:c9:d0:3b:64"
"2026-05-20","Istanbul","HW001_AT32","STOTSTAPP04","Linux","Unmapped","0","10:00:94:40:c9:d0:1b:19 | 10:00:94:40:c9:d0:1b:18 | 10:00:94:40:c9:d0:9c:22 | 10:00:94:40:c9:d0:9c:21 | 10:00:94:40:c9:d0:7c:d3 | 10:00:94:40:c9:d0:7c:d2 | 10:00:94:40:c9:d0:4b:3a | 10:00:94:40:c9:d0:4b:39"
"2026-05-20","Istanbul","HW001_AT32","CFRPRDRAC01","AIX","Mapped","52.02",""
"2026-05-20","Istanbul","HW001_AT32","CFRPRDRAC02","AIX","Mapped","52.02",""
"2026-05-20","Istanbul","HW001_AT32","BNXSESPRDCLN02","Windows","Unmapped","0","10:00:70:b7:e4:24:11:ac | 10:00:70:b7:e4:24:0f:b4"
"2026-05-20","Istanbul","HW001_AT32","BNXSESPRDCLN01","Windows","Unmapped","0","10:00:70:b7:e4:24:10:ba | 10:00:70:b7:e4:24:0f:f3"
"2026-05-20","Istanbul","HW001_AT32","ODPRDDB07","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW001_AT32","BNXMCMTSTDB01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW001_AT32","FEPRDESX01","VMware ESX","Mapped","10","10:00:94:40:c9:d0:36:81 | 10:00:94:40:c9:d0:26:e4"
